Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-Z Claim	Is prime	ASIN	Merchant SKU	Item Name	Return quantity	Return Reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount
111-5103734-6958619	18-Jun-2024	30-Jun-2024	Approved	DvknVVG4RRMA	 	AmazonPrePaidLabel	4.38	USD	USPS	9302010949890065443082	Seller	N	N	B007A2IU4O	rubiks002-S	Melting Sheldon Cooper The Big Bang Theory Black T-Shirt (Adult Small)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	17.73	1	 	 	 	 	 	 
111-3210885-4841006	27-Jun-2024	30-Jun-2024	Approved	DLmqVWGqRRMA	 	AmazonPrePaidLabel	4.38	USD	USPS	9302010949890065432413	Seller	N	N	B002SBCHYQ	roddypiper001-L	Rowdy Roddy Piper Hot Rod Wrestling White Adult T-shirt Tee, Large	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	 	 	23.98	1	 	 	 	 	 	 
113-4262890-3167450	13-Jun-2024	30-Jun-2024	Approved	DhjZVNGlRRMA	 	AmazonPrePaidLabel	4.43	USD	USPS	9302010949890065411609	Seller	N	N	B0054KMWQG	caddyshackhat001	Caddyshack Bushwood Country Club Red Baseball Cap Hat	1	CR-MISSED_ESTIMATED_DELIVERY	Y	C-Returns	StandardRefund	 	 	56.32	2	 	 	 	 	 	 
111-5307314-8861831	19-Jun-2024	30-Jun-2024	Approved	DkjSVRGzRRMA	 	AmazonPrePaidLabel	6.00	USD	UPS	1ZF2C2469019081877	Seller	N	N	B005MYCCJQ	leagueoftheirowncostume-Small/Medium	Costume Agent Rockford Peaches AAGPBL Baseball Halloween Dress Costume Cosplay	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	44.95	1	ORDER_IN_RE_SELLABLE_CONDITION	48876-11475-0896931	NOGRANT	30-Jul-2024	 	44.95
112-1276104-8070601	20-Jun-2024	30-Jun-2024	Approved	DH1vV1GKRRMA	 	AmazonPrePaidLabel	4.38	USD	USPS	9302010949890065409705	Seller	N	N	B0054KMWQG	caddyshackhat001	Caddyshack Bushwood Country Club Red Baseball Cap Hat	1	CR-UNWANTED_ITEM	Y	C-Returns	StandardRefund	 	 	31.30	1	 	 	 	 	 	 
111-8766590-4041015	22-Jun-2024	30-Jun-2024	Approved	DB8NVDGTRRMA	 	AmazonPrePaidLabel	4.43	USD	USPS	9302010949890065368361	Seller	N	N	B001GAGQME	smokey002-S	Smokey and the Bandit Bar-B-Q Your Orange T-Shirt Tee	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	21.45	1	 	 	 	 	 	 
113-4949652-4825813	23-Jun-2024	30-Jun-2024	Approved	DZ8lVCG2RRMA	 	AmazonPrePaidLabel	7.00	USD	UPS	1ZF2C2469018984877	Seller	N	N	B01LBRLDX8	100576BROWN-XL	Caribbean Movies Pirate Boots Adventure Footwear Halloween Costume Cosplay Accessory	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	81.27	1	ORDER_IN_RE_SELLABLE_CONDITION	69994-43665-3283257	NOGRANT	17-Jul-2024	 	81.27
113-7483568-2541065	12-Jun-2024	30-Jun-2024	Approved	Dk87VjGyRRMA	 	AmazonPrePaidLabel	3.86	USD	USPS	9302010949890065367968	Seller	N	N	B0019CEOY6	ApolloShorts-M	Rocky Balboa Apollo Movie Boxing American Flag Shorts for Men's & Women's	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	21.45	1	ORDER_IN_RE_SELLABLE_CONDITION	58024-72952-7507542	NOGRANT	30-Jul-2024	 	21.45
114-3680858-9282611	11-Jun-2024	30-Jun-2024	Approved	DTg7VpGmRRMA	 	AmazonPrePaidLabel	5.07	USD	USPS	9302010949890065351851	Seller	N	N	B0934G8T62	TMNTShirt-Youth-Donatello-XS	Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt(X-Small, Donatello)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	23.49	1	ORDER_IN_RE_SELLABLE_CONDITION	59756-61565-3944756	NOGRANT	26-Jul-2024	 	23.49
111-8761714-6349014	06-Jun-2024	30-Jun-2024	Approved	DYgqVrGPRRMA	 	AmazonPrePaidLabel	6.00	USD	UPS	1ZF2C2469018965763	Seller	N	N	B0CDQJQ4K4	220970-SaulDuffleBag-OS	Costume Agent Pineapple Movie Saul Duffle Bag Halloween Costume Accessory Lightweight for Travel Gym Cosplay Green	2	AMZ-PG-APP-STYLE	Y	C-Returns	StandardRefund	 	 	43.50	2	 	 	 	 	 	 
113-6728206-8827448	04-Jun-2024	30-Jun-2024	Approved	DYBzVpGcRRMA	 	AmazonPrePaidLabel	6.00	USD	UPS	1ZF2C2469018944697	Seller	N	N	B0CLB7CCS1	tmntbackpack2	Costume Agent Super Hero Turtle Shell Backpack with 4 Ninja Masks Halloween Costume Cosplay	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	 	 	42.93	1	 	 	 	 	 	 
112-2529243-3974649	22-Jun-2024	30-Jun-2024	Approved	DhMdVlG3RRMA	 	AmazonPrePaidLabel	6.00	USD	UPS	1ZF2C2469018921265	Seller	N	N	B005MYCCJQ	leagueoftheirowncostume-Small/Medium	Costume Agent Rockford Peaches AAGPBL Baseball Halloween Dress Costume Cosplay	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	48.55	1	INVALID_SELLER_REFUND_OR_DEBIT	13803-54584-0393313	GRANT	01-Aug-2024	6.0	48.55
111-3500647-1906614	17-Jun-2024	30-Jun-2024	Approved	DqM6VbGvRRMA	 	AmazonPrePaidLabel	4.31	USD	USPS	9302010949890065308091	Seller	N	N	B008G1HVJI	toystorytankdressJESSIE-L	Toy Story Mighty Fine Jessie Cowgirl White Costume Tunic Tank Dress (Juniors Large)	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	 	 	27.38	1	 	 	 	 	 	 
114-8212691-7993039	25-Jun-2024	30-Jun-2024	Approved	 	 	AmazonUnPaidLabel	0.00	 	 	 	Seller	N	N	B015HNJUVY	dresshat001HAT3-Orange	Costume Agent Dress Up Party Costume FEDORA Hat (Orange)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	ReturnlessRefund	 	 	11.65	1	 	 	 	 	 	11.65
113-6698415-9897856	24-Jun-2024	30-Jun-2024	Approved	DptfVyGpRRMA	 	AmazonPrePaidLabel	5.93	USD	USPS	9302010949890065281479	Seller	N	N	B07YQBQWKC	220745-AhoySailorCostume-WOMENS-S/M	Costume Agent Adult Womens Robin Ahoy Sailor Halloween Costume Cosplay Set (Small/Medium)	1	CR-MISSED_ESTIMATED_DELIVERY	Y	C-Returns	AutomatedRefund	 	 	44.68	1	ORDER_IN_RE_SELLABLE_CONDITION	16253-92596-2564106	NOGRANT	26-Jul-2024	 	44.68
112-7414795-9635402	09-Jun-2024	30-Jun-2024	Approved	DqtNVKGRRRMA	 	AmazonPrePaidLabel	4.47	USD	USPS	9302010949890065257894	Seller	N	N	B01JSFMVWC	suicidesquad003-S	DC Comics Suicide Squad Harley Quinn Daddy Little Monster Movie Costume for Women White Short Sleeve T-Shirt for Cosplay	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	32.42	1	ORDER_IN_RE_SELLABLE_CONDITION	21051-17112-0086557	NOGRANT	30-Jul-2024	 	32.42
112-0314846-6799404	24-Jun-2024	30-Jun-2024	Approved	DtbHVYGrRRMA	 	AmazonPrePaidLabel	5.40	USD	UPS	1ZF2C2469018814274	Seller	N	N	B07H512KPC	InflatableGiraffe-Teen	Costume Agent Giraffe Inflatable Halloween Costume Cosplay Jumpsuit (Teen) Brown	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	 	 	77.31	1	 	 	 	 	 	 
111-4563051-4882622	23-Jun-2024	30-Jun-2024	Approved	DZbpV8GbRRMA	 	AmazonPrePaidLabel	4.43	USD	USPS	9302010949890065263857	Seller	N	N	B01JSFMUPA	suicidesquad003-L	DC Comics Suicide Squad Harley Quinn Daddy's Little Monster Women's Top with Rips (Large)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	31.90	1	ORDER_IN_RE_SELLABLE_CONDITION	14468-71954-7604746	NOGRANT	30-Jul-2024	 	31.90
111-9273771-4139401	26-Jun-2024	29-Jun-2024	Approved	 	 	AmazonUnPaidLabel	0.00	 	 	 	Seller	N	N	B012EEENJS	germanhat001-grey	Costume Agent German Alpine Bavarian Oktoberfest Costume Hat with Feather (Grey)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	ReturnlessRefund	 	 	11.83	1	 	 	 	 	 	11.83
112-0206985-4574640	26-Jun-2024	29-Jun-2024	Approved	Dxw4VLGlRRMA	 	AmazonPrePaidLabel	4.43	USD	USPS	9302010949890065236806	Seller	N	N	B00DUVG50A	sriracha001-XL	Sriracha Bottle Label Adult Red T-Shirt (Adult X-Large)	1	AMZ-PG-APP-STYLE	Y	C-Returns	RefundAtFirstScan	 	 	21.60	1	RETURN_IN_TRANSIT	16420-28984-4249111	NOGRANT	01-Aug-2024	 	21.60
113-7532260-8040210	22-Jun-2024	29-Jun-2024	Approved	DQwzVTGrRRMA	 	AmazonPrePaidLabel	6.41	USD	UPS	1ZF2C2469018754946	Seller	N	N	B01LZNXDYD	220654-ML	Costume Agent Deluxe Muscle Suit Costume (ML)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	85.41	1	INVALID_SELLER_REFUND_OR_DEBIT	93235-94759-3341107	GRANT	30-Jul-2024	3.95	85.41
114-6415900-2917845	11-Jun-2024	29-Jun-2024	Approved	D7WwVSGrRRMA	 	AmazonPrePaidLabel	6.33	USD	USPS	9302010949890065215009	Seller	N	N	B00FH81ZXG	mannequin001nude-male	Costume Agent Inflatable Blow Up Costume Mannequin Doll Multiple Colors and Sizes Halloween Accessory Decorations	1	CR-DEFECTIVE	Y	C-Returns	Replacement	 	 	17.47	1	 	 	 	 	 	 
112-8415192-0692251	24-Jun-2024	29-Jun-2024	Approved	DT9kVNGSRRMA	 	AmazonPrePaidLabel	4.31	USD	USPS	9302010949890065201415	Seller	N	N	B005QR8VXK	simp023-L	Simpsons Duff Beer Light Blue Sleeveless Adult T-shirt Tee (Adult Large)	1	CR-QUALITY_UNACCEPTABLE	Y	C-Returns	StandardRefund	 	 	23.49	1	 	 	 	 	 	 
114-8127187-8537029	20-May-2024	29-Jun-2024	Approved	Dh64V6GfRRMA	 	AmazonPrePaidLabel	5.62	USD	USPS	9302010949890065158924	Seller	N	N	B001D1H6UW	amywinehousewig	Character Wig, Rehab	1	AMZ-PG-BAD-DESC	Y	C-Returns	RefundAtFirstScan	 	 	23.86	1	 	 	 	 	 	23.86
111-3578053-8388264	22-Jun-2024	29-Jun-2024	Approved	Dx6ZVTGMRRMA	 	AmazonPrePaidLabel	4.55	USD	USPS	9302010949890065173590	Seller	N	N	B0B94QXCN3	DazedConfusedTedNugent-Shirt-L	Costume Agent Dazed Confused David Halloween T-Shirt White	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	27.04	1	ORDER_IN_RE_SELLABLE_CONDITION	21370-41592-4056739	NOGRANT	01-Aug-2024	 	27.04
114-5784109-8773030	24-Jun-2024	29-Jun-2024	Approved	Dj6QVLGRRRMA	 	AmazonPrePaidLabel	6.00	USD	UPS	1ZF2C2469018637171	Seller	N	N	B01JGPD3C6	bb8kigurumi-XS	STAR WARS One Piece Zip Up Pajama Jumpsuit Kigurumi (Adult X-Small) White	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	21.35	1	ORDER_IN_RE_SELLABLE_CONDITION	30993-24367-9765423	NOGRANT	07-Aug-2024	 	21.35
