Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-Z Claim	Is prime	ASIN	Merchant SKU	Item Name	Return quantity	Return Reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount
111-2297478-3762609	25-Sep-2024	30-Sep-2024	Approved	DFWMjWGLRRMA	 	AmazonPrePaidLabel	6.84	USD	UPS	1ZF2C2469068307595	Seller	N	N	B0CHWK1M8W	220550-LeftShark-PINK-XXL	Costume Agent Left Shark Suit Halloween Costume Dancing Mascot for Cosplay, XX-Large - Pink	1	CR-SWITCHEROO	Y	C-Returns	Replacement	 	 	46.99	1	 	 	 	 	 	 
114-2894298-2972235	25-Sep-2024	30-Sep-2024	Approved	D8WQjLGcRRMA	 	AmazonPrePaidLabel	5.62	USD	USPS	9302010949890091765929	Seller	N	N	B08GV3LDCT	4U9ML-ERNIE-CostumeShirt-L	Mad Engine Halloween and Cosplay Costume - Bert and Ernie Sesame Street T-Shirt (US, Alpha, Large, Regular, Ernie)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	32.72	1	 	 	 	 	 	 
112-3073556-5445010	20-Sep-2024	30-Sep-2024	Approved	DrWVjwGVRRMA	 	AmazonPrePaidLabel	6.06	USD	UPS	1ZF2C2469068290335	Seller	N	N	B076634BPK	juno004-S	Costume Agent Juno Orange and White Pregnant Impersonation T-Shirt (Adult Small)	1	CR-UNWANTED_ITEM	Y	C-Returns	StandardRefund	 	 	73.36	2	 	 	 	 	 	27.00
113-7383910-6301813	19-Sep-2024	30-Sep-2024	Approved	DYWxjxGVRRMA	 	AmazonPrePaidLabel	4.68	USD	USPS	9302010949890091768319	Seller	N	N	B0CDN68583	221030-CampWalden-Shirt-L	Camp Walden Summer Camp Parent Movie Unisex Adult Halloween Costume Cosplay White	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	21.40	1	 	 	 	 	 	21.40
112-3073556-5445010	20-Sep-2024	30-Sep-2024	Approved	D7WyjQG2RRMA	 	AmazonPrePaidLabel	6.06	USD	UPS	1ZF2C2469068301868	Seller	N	N	B002P4L9GS	junocostume-MTee	Juno Dancing Elk Condors Complete Paulie Bleeker Costume (Medium, T-Shirt)	1	CR-FOUND_BETTER_PRICE	Y	C-Returns	StandardRefund	 	 	73.36	2	 	 	 	 	 	47.61
113-2365449-0569851	20-Sep-2024	30-Sep-2024	Approved	 	 	AmazonUnPaidLabel	0.00	 	 	 	Seller	N	N	B07FDJPYN3	RastaWig-1207	Costume Agent Rasta Dreadlocks Jamaican Deluxe Costume Accessory Black Wig and Hat	1	CR-UNWANTED_ITEM	Y	C-Returns	ReturnlessRefund	 	 	18.31	1	 	 	 	 	 	18.31
111-6688743-5944224	09-Sep-2024	30-Sep-2024	Approved	DT9sj1GhRRMA	 	AmazonPrePaidLabel	7.43	USD	UPS	1ZF2C2469068287465	Seller	N	N	B0147ARM18	sharkcostume-M-L	Costume Agent Perry TV Concert Left Shark Dancing Mascot Blue Zip Jumpsuit Halloween Costume Cosplay	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	127.12	2	SUBMIT	53441-63191-4959652	PENDING_ACTION	13-Nov-2024	 	65.06
113-9433411-7144225	15-Sep-2024	30-Sep-2024	Approved	 	 	AmazonUnPaidLabel	0.00	 	 	 	Seller	N	N	B07JG92XS1	jokersocks-7-9	Costume Agent Adult Halloween Costume Accessory Joke Socks (Size 7/9)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	ReturnlessRefund	 	 	12.97	1	 	 	 	 	 	12.97
112-7301777-1135442	29-Aug-2024	30-Sep-2024	Approved	D490jVGSRRMA	 	AmazonPrePaidLabel	4.36	USD	USPS	9302010949890091729419	Seller	N	N	B0CKJ7GX9P	220994-SheriffKidsShirt-3-4T	Costume Agent Sheriff Woody Cowboy Shirt Kids Children Halloween Costume Cosplay Yellow	1	CR-SWITCHEROO	Y	C-Returns	AutomatedRefund	 	 	27.13	1	SUBMIT	66866-14698-6734322	PENDING_ACTION	13-Nov-2024	 	27.13
113-2630469-1177832	21-Sep-2024	30-Sep-2024	Approved	Dh95jsG7RRMA	 	AmazonPrePaidLabel	5.62	USD	USPS	9302010949890091757061	Seller	N	N	B07BDQJVJH	mm001Ngrn-3XL	M&M's Candy Silly Character Face T-Shirt Green	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	24.96	1	 	 	 	 	 	24.96
112-4789859-7629041	23-Sep-2024	30-Sep-2024	Approved	Dt96j3GsRRMA	 	AmazonPrePaidLabel	4.36	USD	USPS	9302010949890091738244	Customer	N	N	B0CKJZZY7D	SSXX4U-BertShirtKids-S	Mad Engine Bert and Ernie Sesame Street Kids Children Long Sleeve T-Shirt Halloween Costume Cosplay	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	27.32	1	 	 	 	 	 	22.96
113-5663703-7252223	27-Sep-2024	30-Sep-2024	Approved	Dj9FjyGvRRMA	 	AmazonPrePaidLabel	5.45	USD	USPS	9302010949890091737889	Seller	N	N	B0145Q38M6	waldocostumeDELUXE-L	Where's Waldo DELUXE Costume Set (Adult Large)	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	26.76	1	ORDER_IN_RE_SELLABLE_CONDITION	63771-52298-6288810	NOGRANT	01-Nov-2024	 	26.76
112-9017508-8724217	19-Sep-2024	30-Sep-2024	Approved	Df9fjXG2RRMA	 	AmazonPrePaidLabel	6.40	USD	USPS	9302010949890091754428	Customer	N	N	B07GYXPWWX	RiverdaleTankSkirtSet-WR0345-69-XL	Underboss Riverdale Cheerleader V-Neck Tank & Skirt Costume Set (Adult X-Large) Blue	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	36.87	1	 	 	 	 	 	30.47
112-6131603-3853000	24-Sep-2024	30-Sep-2024	Approved	D292jvGwRRMA	 	AmazonPrePaidLabel	4.38	USD	USPS	9302010949890091751489	Seller	N	N	B07662MFGQ	juno004-L	Costume Agent Juno Orange and White Pregnant Impersonation T-Shirt (Adult Large)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	StandardRefund	 	 	34.90	1	 	 	 	 	 	 
112-0264047-6813023	27-Sep-2024	30-Sep-2024	Approved	D49SjwG9RRMA	 	AmazonPrePaidLabel	6.84	USD	UPS	1ZF2C2469068274371	Seller	N	N	B0CDDNN483	221004-CheerleaderWomens-M	Costume Agent Cheerleader Halloween Costume for Mens and Womens Adult Unisex Varsity High School Cosplay, Medium	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	105.90	2	 	 	 	 	 	52.95
114-7238915-2661806	06-Sep-2024	30-Sep-2024	Approved	DQ9hjmGHRRMA	 	AmazonPrePaidLabel	6.06	USD	UPS	1ZF2C2469068272408	Seller	N	N	B07YBB54W1	oktoberfestlederhosenPANTS1-36	Costume Agent Oktoberfest German Bavarian Lederhosen Costume (Adult 36, Brown Pants)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	53.12	1	ORDER_IN_RE_SELLABLE_CONDITION	42480-33112-0268050	NOGRANT	29-Oct-2024	 	53.12
111-9403615-8301804	21-Sep-2024	30-Sep-2024	Approved	DK9WjVGkRRMA	 	AmazonPrePaidLabel	6.06	USD	UPS	1ZF2C2469068263178	Seller	N	N	B001GMV4TM	furiespants-XL	The Warriors Furies Pinstriped Baseball Jersey Pants White	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	29.99	1	ORDER_IN_RE_SELLABLE_CONDITION	31796-12977-4116046	NOGRANT	26-Oct-2024	 	29.99
