Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-Z Claim	Is prime	ASIN	Merchant SKU	Item Name	Return quantity	Return Reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount
111-4750226-7473862	24-Apr-2024	30-Apr-2024	Approved	DkKZX9s3RRMA	 	AmazonPrePaidLabel	4.68	USD	USPS	9302010949890047472208	Seller	N	N	B07ZL16QR9	TSM20002TV-WoodyBelt-S	Toy Story Woody and Jessie Halloween Cosplay Costume Belt (Small - 29" - 33") Brown	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	37.04	1	 	 	 	 	 	 
113-6111970-5041047	29-Apr-2024	30-Apr-2024	Approved	DhKTXxsMRRMA	 	AmazonPrePaidLabel	4.21	USD	USPS	9302010949890047455980	Customer	N	N	B01MEGC2W9	RedBandanaYellowGlasses	Hulk Hogan Hulkamania Bandana Sunglasses Costume -Red-Yellow	2	CR-UNWANTED_ITEM	Y	C-Returns	StandardRefund	 	 	42.38	2	 	 	 	 	 	42.38
113-1160131-5644257	29-Apr-2024	30-Apr-2024	Approved	DfK1X0s1RRMA	 	AmazonPrePaidLabel	6.00	USD	UPS	1ZC1G2149076036076	Seller	N	N	B07BS56QSQ	hulk001N-XXL	Costume Agent Yellow Hulk Hogan T-Shirt for Men & Women	2	CR-UNWANTED_ITEM	Y	C-Returns	StandardRefund	 	 	55.73	2	 	 	 	 	 	55.73
114-7562204-2501850	26-Apr-2024	30-Apr-2024	Approved	DZKkXNsrRRMA	 	AmazonPrePaidLabel	6.41	USD	UPS	1ZC1G2149076023642	Seller	N	N	B0BGV6L738	220933-JawasCloakLEDMask-XXL	Costume Agent Jawas Space Wars Alien Cloak with LED Mask Halloween Costume Cosplay	1	CR-MISSED_ESTIMATED_DELIVERY	Y	C-Returns	StandardRefund	 	 	80.93	1	 	 	 	 	 	 
114-8448202-2841830	25-Apr-2024	30-Apr-2024	Approved	DrKWX9sNRRMA	 	AmazonPrePaidLabel	4.68	USD	USPS	9302010949890047464050	Seller	N	N	B07FXWKDXG	DSTS26MGS-WoodyJuniorsTshirt-L	Toy Story Woody Costume Juniors T-Shirt (Large)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	18.42	1	ORDER_IN_RE_SELLABLE_CONDITION	28956-39614-1059741	NOGRANT	11-Jul-2024	 	18.42
111-8642164-2436202	21-Apr-2024	30-Apr-2024	Approved	DqXTXDsmRRMA	 	AmazonPrePaidLabel	5.62	USD	USPS	9302010949890047457977	Seller	N	N	B07FWG71LK	BoxingRobe-Blue	Costume Agent Halloween Costume Boxing Robe with Hood Custom Personalized Cosplay Blue	1	CR-SWITCHEROO	Y	C-Returns	StandardRefund	 	 	36.12	1	 	 	 	 	 	 
111-6266858-3863456	26-Mar-2024	30-Apr-2024	Approved	DsXHXrsVRRMA	 	AmazonPrePaidLabel	4.38	USD	USPS	9302010949890047459988	Seller	N	N	B005QR8VXK	simp023-L	Simpsons Duff Beer Light Blue Sleeveless Adult T-Shirt Tee (Adult Large)	1	DID_NOT_LIKE_FABRIC	Y	C-Returns	StandardRefund	 	 	22.61	1	ORDER_IN_RE_SELLABLE_CONDITION	15243-71400-2110653	NOGRANT	23-Jul-2024	 	 
113-9592047-3457056	25-Apr-2024	30-Apr-2024	Approved	DrvbXTsZRRMA	 	AmazonPrePaidLabel	11.00	USD	UPS	1ZC1G2149075985007	Customer	N	N	B0BG3DLRN6	220944-BarfCostumeSet-2X-3X	Costume Agent Space Balls Barf Halloween Cosplay Costume Set	1	CR-UNWANTED_ITEM	Y	C-Returns	StandardRefund	 	 	171.85	2	 	 	 	 	 	66.95
114-2374619-9157040	28-Mar-2024	30-Apr-2024	Approved	DsvvXGsMRRMA	 	AmazonPrePaidLabel	6.00	USD	UPS	1ZC1G2149075983885	Seller	N	N	B076L13NW2	CaptainUnderpants-ChubSuit-Teen	Costume Agent Captain Costume with Printed Underpants and Cape Inflatable CHUB SUIT® (Teen)	1	AMZ-PG-BAD-DESC	Y	C-Returns	RefundAtFirstScan	 	 	43.25	1	 	 	 	 	 	43.25
113-8251436-6579434	31-Mar-2024	30-Apr-2024	Approved	DvvGXqsBRRMA	 	AmazonPrePaidLabel	5.07	USD	USPS	9302010949890047435227	Seller	N	N	B0BH6RWXN9	220920-BigNateShirt-7/8	Costume Agent Big Nate Blue & Yellow Shirt Kids Halloween Costume Cosplay	1	CR-DEFECTIVE	Y	C-Returns	RefundAtFirstScan	 	 	26.48	1	BUYER_USED_WRONG_RETURN_REASON_CODE	52404-83649-4026304	GRANT	29-May-2024	7.02	26.48
112-8686263-0532207	23-Apr-2024	30-Apr-2024	Approved	D4S8XrspRRMA	 	AmazonPrePaidLabel	6.77	USD	UPS	1ZC1G2149075962102	Seller	N	N	B08KRS1Y1P	220786-LT-DumbDumber-BLUE-XL	Costume Agent Dumb and Dumber Tuxedo Halloween Costume Cosplay - Blue (X-Large)	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	 	 	155.78	1	 	 	 	 	 	151.50
114-3178186-4129824	22-Apr-2024	30-Apr-2024	Approved	DqSKXrsTRRMA	 	AmazonPrePaidLabel	3.84	USD	USPS	9302010949890047426362	Seller	N	N	B001GJQQY8	ApolloShorts-S	Rocky Balboa Apollo Movie Boxing American Flag Shorts (Small)	1	DID_NOT_LIKE_COLOR	Y	C-Returns	RefundAtFirstScan	 	 	21.55	1	 	 	 	 	 	21.55
