Order ID,Return request date,ASIN,Merchant SKU,Item Name,Return quantity,Return Reason
114-0643421-1744239,04/06/25,B0B94TG3PZ,DazedConfusedTedNugent-Shirt-M,Costume Agent Dazed Confused David Halloween T-Shirt White,1,AMZ-PG-APP-TOO-SMALL
111-1722126-8076211,04/06/25,B0CKJXX4KW,SSXX4U-BertShirtKids-M,Mad Engine Bert and Ernie Sesame Street Kids Children Long Sleeve T-Shirt Halloween Costume Cosplay,1,CR-UNAUTHORIZED_PURCHASE
113-0849485-1243469,04/06/25,B075MKQLXL,JLSN217-TuneSquadDAFFY-XXL,"FREEZE Space Jam Tune Squad Basketball Jersey (XX-Large, Daffy Duck)",1,AMZ-PG-APP-TOO-SMALL
114-8689171-1356248,04/06/25,B06XXMP1H9,YellowHulkGlasses,Hulk Hogan Retro Costume Sunglasses-Yellow,1,CR-UNWANTED_ITEM
111-8808048-7834621,04/06/25,B0026POOT0,bigl012-XL,The Big Lebowski Kaoru Betto Baseball Raglan T-Shirt (Adult X-Large) White,1,AMZ-PG-BAD-DESC
114-0914565-5183468,04/06/25,B01LYKP8AO,wrestlingboots-LY,Pro Wrestling Costume Boots Super Hero Wrestler Halloween Cosplay,1,CR-MISSED_ESTIMATED_DELIVERY
112-1879819-6157849,04/06/25,B00CF7KTIE,sbb015-S,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,1,AMZ-PG-APP-TOO-SMALL
114-1088848-9092253,04/06/25,B0CDN4DN7Q,221030-CampWalden-Shirt-S,Camp Walden Summer Camp Parent Movie Unisex Adult Halloween Costume Cosplay White,1,CR-MISSED_ESTIMATED_DELIVERY
112-0718839-5745856,04/06/25,B07BTJRQWP,hulkglassesN-yellow,Costume Agent Hulk Hogan Hulkamania Sunglasses Yellow,1,CR-ORDERED_WRONG_ITEM
112-0185443-9024272,04/06/25,B09JCNZB6H,dodgeball003N-L,Dodgeball Average Joe's Adult Yellow Jersey Costume Set (Large),1,CR-DEFECTIVE
113-3384826-3872216,04/06/25,B01LX29H95,cookiecat001-M,Underboss Steven Universe Cookie Cat Space Leggings (Medium) Multicoloured,1,CR-ORDERED_WRONG_ITEM
111-0544484-0221858,04/06/25,B00NMSZ7SM,mermaidfin001BLACK-XXL,Costume Agent Mermaid Tail Fin Costume Black (XXL),1,AMZ-PG-BAD-DESC
114-8544045-0161848,04/06/25,B006WBYS6I,sbtbslaterjersey-L,Saved By The Bell AC Slater #6 Bayside Tigers Costume Football Jersey (Adult Large),1,AMZ-PG-APP-TOO-SMALL
114-9287286-0560215,04/06/25,B06XXMP1H9,YellowHulkGlasses,Hulk Hogan Retro Costume Sunglasses-Yellow,1,AMZ-PG-APP-STYLE
113-8532656-8079401,04/06/25,B0BPVLCWN9,WuTangLogoSnowflakesUCS-XL,Costume Agent Wu Tang Clan Logo Snowflakes Yellow Black White Ugly Christmas Sweater,1,AMZ-PG-APP-TOO-SMALL
111-1802003-7372265,04/06/25,B01JGPD3XA,metallica003-XL,Metallica Logo Blue T-Shirt (Adult X-Large),1,DID_NOT_LIKE_FABRIC
113-7050880-7523446,04/06/25,B002M3WNV2,junk187-L,"The Hangover Alan Human Tree Dark Khaki Adult Costume T-Shirt Tee, Large",1,AMZ-PG-APP-STYLE
113-7050880-7523446,04/06/25,B002TNG2AI,junk187-S,Junk Food The Hangover Human Tree Men's T-Shirt Multicolored - Small - Alan Human Tree Shirt - Funny Las Vegas Shirts,1,AMZ-PG-APP-STYLE
114-6344244-6149807,04/06/25,B000HQ6QV4,ATeam002-XXL,A-Team Apparel Bullet Holes T-Shirt Black (XXL),1,AMZ-PG-APP-TOO-LARGE
111-3763870-3237037,04/06/25,B07FXQ1TRX,DSTS26NGS-JessieJuniorsTshirt-XL,Disney I am Jessie Toy Story Costume T-Shirt (X-Large) Multicolor,1,CR-DEFECTIVE
111-4240885-6120218,04/06/25,B08KRNP669,220786-LT-DumbDumber-BLUE-L,Costume Agent Dumb and Dumber Tuxedo Halloween Costume Cosplay - Blue (Large),1,AMZ-PG-APP-TOO-LARGE
112-4480928-1977807,04/06/25,B06XXMP1H9,YellowHulkGlasses,Hulk Hogan Retro Costume Sunglasses-Yellow,1,AMZ-PG-APP-TOO-LARGE
112-4480928-1977807,04/06/25,B004XMZZCO,hulk003red-M,Hulkamania Hulk Hogan Sleeveless Red T-Shirt Tee (Adult Medium),1,AMZ-PG-APP-TOO-LARGE
112-7122124-0197834,04/06/25,B0CHN4KRCS,SRST02-StarTrekLS-Red-3XL,Mad Engine - Star Trek - Long Sleeve Halloween Costume T-shirt - Spock Captain Kirk Engineering Cosplay,1,DID_NOT_LIKE_COLOR
113-0139289-1468236,04/05/25,B0CD8711NG,NDGR003-PinkLadiesJacket-M,Mad Engine Grease Pink Ladies Costume Jacket 50s Outfit Halloween Cosplay for Womens,1,AMZ-PG-APP-TOO-LARGE
112-8098533-6625859,04/05/25,B0BCXMYWXH,103007-WrestlingBoots-L,Costume Agent Matte Black Wrestling Boots Halloween Cosplay,1,AMZ-PG-APP-TOO-LARGE
112-0039669-1981023,04/05/25,B07JGBG67H,VampirinaPajama-GBSTV-6,Disney Vampirina Costume One Piece Pajama Union Suit (Girls Size 6) Purple,1,CR-DEFECTIVE
114-3950704-5284204,04/05/25,B0DCH8HNKQ,NDGR001-GreaseTBirdsJacket-L,Mad Engine Grease Movie Black T-Birds Men's Black Leather Jacket 50s Halloween Costume Cosplay,1,CR-UNWANTED_ITEM
111-7396172-3743451,04/05/25,B0CDN7ZQCS,221030-CampWalden-Shirt-M,Camp Walden Summer Camp Parent Movie Unisex Adult Halloween Costume Cosplay White,1,CR-UNWANTED_ITEM
113-0176530-8148257,04/05/25,B00JQN6OE8,chubsuitcostume001Teen-Pink,CHUB SUIT Inflatable Teen Costume (Pink),3,AMZ-PG-APP-TOO-SMALL
112-0627252-4396230,04/05/25,B00AKK7OMM,wonderwoman013-XL,True Vintage Wonder Woman Me and My Posse Juniors Burnout White and Royal Blue T-Shirt with Striped Sleeves (Juniors X-Large),1,CR-UNWANTED_ITEM
111-3756234-0221031,04/05/25,B0CKBZWC65,CCX21-CokeHeartSweater-L,Mad Engine- Coca Cola Heart Polar Bear Drinking Women's Ugly Christmas Sweater Multicolor,1,AMZ-PG-APP-TOO-SMALL
113-3803974-3597067,04/05/25,B0CGRSVPXS,220977-RicFlairRobe-Black-OS,"Costume Agent Nature Boy Flair Wrestler Deluxe Robe Halloween Costume Cosplay, One Size",1,CR-ORDERED_WRONG_ITEM
112-6740365-3539440,04/05/25,B0044M7KWQ,hangoverglasses,"Costume Agent Alan from Hangover Glasses, Hangover Costumes for Halloween and Cosplay - Brown",1,CR-UNWANTED_ITEM
112-6740365-3539440,04/05/25,B0BGMZRRYL,103015-BabyCarlosDollGlasses,Costume Agent Hangover Baby Carlos Doll Carrier and Glasses Halloween Costume Cosplay Accessory Multicolor,1,CR-UNWANTED_ITEM
112-6740365-3539440,04/05/25,B00N53T082,junk187-XXXL,Junk Food The Hangover Human Tree Men's T-Shirt Beige,1,AMZ-PG-APP-TOO-SMALL
114-4967351-7507451,04/05/25,B0083WYHCO,eastbound019-XL,Eastbound & Down I Rented This Hooker Black Sleeveless T-Shirt (Adult X-Large),1,CR-SWITCHEROO
114-9012408-3050649,04/05/25,B01GW4VYOS,btlc004-3XL,Costume Agent Big Trouble Little China Fu Manchu White Men's Tank Top - Halloween Costume Cosplay - 3X-Large - Big Trouble Little China Tank Top,1,AMZ-PG-APP-TOO-LARGE
113-5488884-4001038,04/05/25,B00CF7KTIE,sbb015-S,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,1,CR-UNWANTED_ITEM
111-1375394-4731428,04/05/25,B00BMVIQB6,hulkpants001-XXXL,Hulkamania Red and Yellow Tie-Dye Wrestling Legging Tights Pants (Adult XXX-Large),1,AMZ-PG-APP-TOO-SMALL
111-8546642-6661812,04/05/25,B01JGYNWVO,biglpants001-M,Costume Agent The Dude Lebowski Movie Character Pajama Pants Halloween Costumes Cosplay Multicolor,1,AMZ-PG-APP-TOO-SMALL
112-5839512-4527460,04/05/25,B07XVRY4FK,QueenofMusic-Armband,Costume Agent Adult Unisex Queen of Music Studded Armband Halloween Cosplay Costume Accessory,1,AMZ-PG-WJ-TOO-LARGE
111-6425894-0889016,04/05/25,B01LYKP8YP,wrestlingboots-MY,Pro Wrestling Costume Boots Super Hero Wrestler Halloween Cosplay,1,CR-ORDERED_WRONG_ITEM
114-4980065-7379468,04/05/25,B00H3IFZ70,incredhulk006-XL,"Marvel Incredible Hulk Men's Verde Rock T-Shirt, White Sublimated, X-Large",1,AMZ-PG-APP-TOO-LARGE
112-9951164-2351440,04/05/25,B01LBRLB2G,100576BLACK-L,Costume Agent Pirate Boots Adventure Footwear Halloween Costume Cosplay Accessory - Black - Large - Pirate Carribean Pirate Boot Men - Men's Tall Boots - Mens Cosplay Boots,1,AMZ-PG-APP-TOO-LARGE
113-8391320-0473812,04/05/25,B07HJFY7B7,tmnt020-mike-juniors-L,Teenage Mutant Ninja Turtles TMNT Costume Juniors T-Shirt,1,CR-MISSED_ESTIMATED_DELIVERY
111-9810661-0589000,04/05/25,B0B72CH4FY,TMNTShirt-Youth-Raphael-S,"Teenage Mutant Ninja Turtles TMNT Boys Costume Youth T-Shirt(SM, Raphael)",1,AMZ-PG-APP-STYLE
111-4519677-2892220,04/05/25,B004Z1I5X4,batman059-12M,TV Store Batman Uniform Costume Charcoal Gray Snapsuit Infant Onesie Baby Romper (12 Months),1,AMZ-PG-APP-TOO-SMALL
114-0765535-5897062,04/05/25,B07WCQ561P,100596-GothicVampirePurpleGlasses,Costume Agent Adult Sunglasses Halloween Accessory Gothic Vampire Glasses (Purple),1,CR-UNWANTED_ITEM
111-8270147-9213033,04/05/25,B07HB545TM,ImperialOfficerCap-ECSW2060TV-Black,Star Wars Imperial Officer Metal Aplique Twil Cap (Charcoal),1,CR-DEFECTIVE
111-4239415-3255425,04/05/25,B01LBRLGPS,100576BLACK-M,Caribbean Movies Pirate Boots Adventure Footwear Halloween Costume Cosplay Accessory Black,1,AMZ-PG-APP-TOO-LARGE
114-8521668-8629034,04/05/25,B0BGMD6GVH,220901-FreshPrinceCostume-S,"Bel Air Prince Green Shirt, Shorts and Hat Halloween Costume Cosplay",1,CR-UNWANTED_ITEM
113-1423837-4305046,04/05/25,B071GDKWG5,tmntstraplesscorset-S-M,Teenage Mutant Ninja Turtles Strapless Sequin Corset (Womens S/M),1,CR-SWITCHEROO
111-3976882-9639437,04/04/25,B000HQ6Q3C,hulk003-L,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: Large",1,CR-UNWANTED_ITEM
111-3976882-9639437,04/04/25,B0771VBQMC,hulkbRed,Hulk Hogan Costume Bandana Hulkamania Logo -Red,2,CR-MISSED_ESTIMATED_DELIVERY
111-3976882-9639437,04/04/25,B00BMVIQA2,hulkpants001-S,Hulkamania Red and Yellow Tie-Dye Wrestling Legging Tights Pants (Adult Small),1,CR-UNWANTED_ITEM
113-3356924-5565846,04/04/25,B0CHJZQWJM,MachoManGlasses-Orange,Costume Agent Macho Wrestler Man Madness Glasses Halloween Costume Accessory Cosplay Sunglasses (Orange),1,CR-UNWANTED_ITEM
113-2761848-7699464,04/04/25,B0BCXMYWXH,103007-WrestlingBoots-L,Costume Agent Matte Black Wrestling Boots Halloween Cosplay,1,CR-UNWANTED_ITEM
111-6892467-4822620,04/04/25,B003JUTVZ8,mash003-XL,"American Classics MASH 4077th MASH Vintage Green T-shirt Tee X-Large, Military Green",1,CR-MISSED_ESTIMATED_DELIVERY
114-8280283-4838667,04/04/25,B00U0IHNDO,bigldudecostume001-XXL,Ripple Junction The Big Lebowski Team Dude Bowling Gold Button-Down Shirt Costume (Adult XX-Large),1,AMZ-PG-APP-TOO-LARGE
114-6755709-9532254,04/04/25,B08GGCJ9M5,220795-RiddlerTie,Super Hero Villain Riddle Question Mark Neck Tie Halloween Costume Accessory Green - One Size,1,CR-ORDERED_WRONG_ITEM
113-0410573-5236208,04/04/25,B01LYKP8YP,wrestlingboots-MY,Pro Wrestling Costume Boots Super Hero Wrestler Halloween Cosplay,1,CR-MISSED_ESTIMATED_DELIVERY
112-3034700-7511452,04/04/25,B0BKR4JGLP,NDLA0FGMBJ-AvatarPanelPants-S,Mad Engine Adult Unisex Avatar The Last Airbender Animated TV Series Jogger Lounge Pants,1,DID_NOT_LIKE_COLOR
111-2372204-8048257,04/04/25,B0026PQRSQ,bigl012-L,The Big Lebowski Kaoru Betto Baseball Raglan T-Shirt (Adult Large) Brown,1,AMZ-PG-APP-TOO-LARGE
111-2579044-1483422,04/04/25,B08GTZ2H2K,4U8ML-BERT-CostumeShirt-2XL,"Mad Engine Halloween and Cosplay Costume - Bert and Ernie Sesame Street Long Sleeve (US, Alpha, XX-Large, Regular, BERT)",1,DID_NOT_LIKE_COLOR
111-4564713-0611406,04/04/25,B00CFBWJEW,sbb015-XL,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,1,AMZ-PG-APP-TOO-LARGE
111-9290235-6121819,04/04/25,B0CF6MT74R,CCXX2-CocaColaDress-S,Mad Engine Coca Cola Skater Dress Halloween Costume Womens Red Coke Cosplay for Parties,1,AMZ-PG-APP-TOO-SMALL
113-7040218-0371428,04/04/25,B08KSH9Y62,DisposableMasks-1000Pack,Face Mask Protective Disposable Masks (1000),1,CR-DEFECTIVE
113-7040218-0371428,04/04/25,B08KSH9Y62,DisposableMasks-1000Pack,Face Mask Protective Disposable Masks (1000),1,CR-FOUND_BETTER_PRICE
112-9463781-2213019,04/04/25,B09FYHH1Y8,220851-CruJones-XL,Costume Agent Crue Jones RAD Replica Long Sleeve Red Sublimation Jersey Halloween Cosplay,1,CR-SWITCHEROO
113-9734622-8484248,04/04/25,B001GAGQ60,sanford017-M,Sanford and Son Fred G.Sanford Gray T-Shirt Tee,1,AMZ-PG-APP-TOO-LARGE
111-1669654-2509847,04/04/25,B07VBGTFPW,waldocostumeDELUXE-4XL,"Where's Waldo Longe Sleeve Shirt, Glasses, and Hat DELUXE Cosplay Halloween Costume Set",1,CR-UNWANTED_ITEM
113-5531928-0866602,04/04/25,B075MJJQ66,220697-MENS-MimeCostumeSet-XL,Men's Mime Costume Set with Makeup Kit (Adult X-Large),1,AMZ-PG-APP-TOO-LARGE
113-1971431-3241068,04/04/25,B075MHBH1F,220696-WOMENS-MimeCostumeSet-L,Costume Agent Women's Mime Halloween Cosplay Set,1,AMZ-PG-APP-TOO-SMALL
111-3933082-9469814,04/04/25,B003TOV9JU,doubledare001blue-XXL,Double Dare Logo Costume Blue Adult T-Shirt Tee,2,AMZ-PG-APP-TOO-LARGE
112-3242942-1077035,04/04/25,B0C8KNKP9M,220929-LucyDressAdult-3XL,"Costume Agent Lucy Comic Strip Good Grief Adult Halloween Costume Cosplay Blue Dress, 3X-Large",1,AMZ-PG-APP-TOO-SMALL
111-3611515-2326612,04/04/25,B06XXMP1H9,YellowHulkGlasses,Hulk Hogan Retro Costume Sunglasses-Yellow,1,CR-UNWANTED_ITEM
113-7028185-9652238,04/04/25,B000ANPOT4,hulk001r-M,"Hulk Hogan ""hulkamania"" T-shirt Red, Medium",1,AMZ-PG-APP-TOO-SMALL
111-3611515-2326612,04/04/25,B07BRZHY7J,hulk001N-S,Costume Agent Yellow Hulk Hogan T-Shirt for Men & Women,1,CR-UNWANTED_ITEM
111-3611515-2326612,04/04/25,B005K0V6EO,wmw001,Costume Agent Adult Unisex Hulk Hogan Hulkamania Pro Wrestler Manic Halloween Wig,1,CR-UNWANTED_ITEM
111-5833623-1558601,04/04/25,B00CF7KTIE,sbb015-S,Saved By The Bell Kelly Kapowski Bayside Off The Shoulder Gray Juniors/Ladies Sweatshirt,1,AMZ-PG-APP-TOO-SMALL
114-2307263-9345036,04/04/25,B07BTFD7NQ,redboa001N,Costume Agent Hulk Hogan Hulkamania Red Feather Boa,1,CR-ORDERED_WRONG_ITEM
113-7389062-6969035,04/04/25,B0CBVVZVXQ,uglysweater60N-M,"Ripple Junction Seinfeld Festivus for The Rest of Us Pole Cream Ugly Christmas Sweater (as1, Alpha, m, Regular, Regular)",1,AMZ-PG-APP-TOO-SMALL
112-6109911-0277066,04/03/25,B07GK26CJJ,tmnt016-Mike-Mens-3XL,"Teenage Mutant Ninja Turtles TMNT Mens Costume T-Shirt(Michelangelo,XXXL)",1,CR-SWITCHEROO
111-6780316-6856215,04/03/25,B000HQAXJK,hulk003-XL,"Hulk Hogan ""hulkamania"" Sleeveless T-shirt Gold [Apparel] Size: X-Large",1,AMZ-PG-APP-TOO-LARGE
111-3138413-7720202,04/03/25,B012EEEHGC,germanhat001-brown,Costume Agent German Alpine Bavarian Oktoberfest Costume Hat with Feather - Brown - German Hat For Men & Women - Bavarian Hat for Lederhosen,1,CR-UNWANTED_ITEM
114-2915165-9684258,04/03/25,B08LQTNK8W,PowerRangers-Red-SLShirt-M,"Power Rangers Red Costume T-Shirt(Red,Medium)",1,CR-UNWANTED_ITEM
113-2623722-0810651,04/03/25,B0BL1NKY5H,WRHP0L5-SlytherinSweater-XL,Mad Engine Adult Unisex Harry Potter Slytherin Crest Xmas Pattern Ugly Christmas Sweater Multicolor,1,AMZ-PG-APP-TOO-SMALL
113-0758182-9776244,04/03/25,B005EHIUPG,Futurama003-S,Ripple Junction Futurama Faded Planet Express Unisex Black T-Shirt,1,CR-SWITCHEROO
114-9279096-6977866,04/03/25,B0DMHMLV24,RWTM2FDMN2-YodaBoardShorts-M,Star Wars Yoda Use The Force Adult Mens Board Shorts Set of 2  Officially Licensed Yoda Swim Trunks Blue,1,DID_NOT_LIKE_FABRIC
113-7778819-7501008,04/03/25,B009Q73R1M,caddyshackhat002,Caddyshack Bushwood Country Club Golf White Baseball Hat,1,CR-SWITCHEROO
114-9334815-6451468,04/03/25,B0CKJ7GX9P,220994-SheriffKidsShirt-3-4T,Costume Agent Sheriff Woody Cowboy Shirt Kids Children Halloween Costume Cosplay Yellow,1,CR-MISSED_ESTIMATED_DELIVERY
112-4377135-6428217,04/03/25,B07HB545TM,ImperialOfficerCap-ECSW2060TV-Black,Star Wars Imperial Officer Metal Aplique Twil Cap (Charcoal),1,CR-UNWANTED_ITEM
114-5365943-8139404,04/03/25,B07HB545TM,ImperialOfficerCap-ECSW2060TV-Black,Star Wars Imperial Officer Metal Aplique Twil Cap (Charcoal),1,CR-DEFECTIVE
114-6248753-8435466,04/03/25,B0050IW35M,hulkhollywood,Hulkamania Hollywood Black Bandana,1,AMZ-PG-BAD-DESC
111-1748365-1997848,04/03/25,B08GYNRBF5,220757-AverageJoesWomensSet-S,Costume Agent Dodgeball Average Joe's Halloween Costume For Women,1,AMZ-PG-APP-TOO-LARGE
111-1748365-1997848,04/03/25,B08GYCG2S7,220757-AverageJoesWomensSet-M,Costume Agent Dodgeball Average Joe's Halloween Costume For Women,1,AMZ-PG-APP-TOO-SMALL
111-1748365-1997848,04/03/25,B0BFYTDCMV,220891-AveJoesCpt-XL,"Costume Agent Dodgeball Joe's Team Captain La Fleur Top and Shorts Set Halloween Costume Cosplay, Large",1,AMZ-PG-APP-STYLE
111-1748365-1997848,04/03/25,B0BFYKXZMG,220891-AveJoesCpt-L,Dodgeball Joe's Team Captain La Fleur Top and Shorts Set Halloween Costume Cosplay,1,AMZ-PG-APP-STYLE
111-1748365-1997848,04/03/25,B0BFYTDCMV,220891-AveJoesCpt-XL,"Costume Agent Dodgeball Joe's Team Captain La Fleur Top and Shorts Set Halloween Costume Cosplay, Large",1,AMZ-PG-APP-TOO-SMALL
114-9097723-3114601,04/03/25,B07FXMX1NW,DSTS26NGS-JessieJuniorsTshirt-S,Disney I am Jessie Toy Story Costume T-Shirt (Small) Multicolor,1,CR-UNWANTED_ITEM
114-3759157-5871406,04/03/25,B08H8XC7WZ,220765-HollywoodYellowShirt-3XL,Costume Agent Once Upon a Time Brad Hollywood Halloween Costume Cosplay Button Up Shirt Yellow,1,CR-UNWANTED_ITEM
113-1676820-8444203,04/03/25,B0BBJ5JWZS,66634105-YellowStoneJacket-2XL,Changes Yellowstone Dutton Ranch Zip Up Vest Jacket - Yellowstone Halloween Costume,1,AMZ-PG-APP-TOO-SMALL
111-8171381-6855413,04/03/25,B01LY8VZOQ,wrestlingboots-XLBlu,Costume Agent Pro Wrestling Boots Super Hero Wrestler Halloween Cosplay,1,AMZ-PG-APP-TOO-SMALL
113-4828061-0190628,04/03/25,B01LBRLB2G,100576BLACK-L,Costume Agent Pirate Boots Adventure Footwear Halloween Costume Cosplay Accessory - Black - Large - Pirate Carribean Pirate Boot Men - Men's Tall Boots - Mens Cosplay Boots,1,AMZ-PG-APP-TOO-SMALL
111-8404434-0957019,04/03/25,B0CHN51WRC,PXES02-YellowstoneBrownShirt-3XL,Mad Engine Yellowstone Dutton Ranch Button Up Long Sleeve Work Shirt Halloween Costume Cosplay (3X-Large),1,AMZ-PG-APP-TOO-LARGE
113-8456864-7679421,04/03/25,B0145Q38M6,waldocostumeDELUXE-L,"Where's Waldo Longe Sleeve Shirt, Glasses, and Hat Deluxe Cosplay Halloween Costume Set",1,CR-UNWANTED_ITEM
111-9586301-0410666,04/03/25,B0BJRMFZNG,103019-PurpleCobrasArmor,Costume Agent Purple Cobras Halloween Costume Cosplay Body Armor Accessory,1,AMZ-PG-APP-TOO-LARGE
113-9727278-8905007,04/02/25,B00H3IGV7I,incredhulk006-XXXL,Marvel Comics The Incredible Hulk Performance Compression Athletic Costume T-Shirt (Adult XXX-Large) Multicoloured,1,CR-UNWANTED_ITEM
112-9491276-1530665,04/02/25,B0B9CC7R59,220888-ToddMargoShinySuit-L-XL,Costume Agent Todd & Margo Shiny Silver Workout Top and Pants Deluxe Sweatsuit Set for Halloween & Cosplay,1,CR-UNWANTED_ITEM
111-2972463-2600247,04/02/25,B009Q73R1M,caddyshackhat002,Caddyshack Bushwood Country Club Golf White Baseball Hat,1,CR-SWITCHEROO
114-7449276-4617801,04/02/25,B000LNH6EY,Hoff001-XXL,Hasselhoff - Don't Hassel The Hoff t-Shirt Blue,1,AMZ-PG-APP-TOO-SMALL
111-2813116-1701816,04/02/25,B07FDJQ5L1,JudgeWig-1194,Costume Agent Judge Costume Accessory White Deluxe Wig,1,AMZ-PG-BAD-DESC
112-7148483-6005812,04/02/25,B002M46BZU,alsunny005-L,Always Sunny In Philadelphia It's Paddy's Irish Pub Green Hoodie Sweatshirt (Adult Large),1,CR-UNWANTED_ITEM
111-0182798-1466649,04/02/25,B002TNG2AI,junkfood187-S,Junk Food The Hangover Human Tree Men's T-Shirt Multicolored - Small - Alan Human Tree Shirt - Funny Las Vegas Shirts,1,CR-QUALITY_UNACCEPTABLE
114-7899281-2069828,04/02/25,B01M16CG9F,wrestlingboots-MW,Pro Wrestling Costume Boots Super Hero Wrestler Halloween Cosplay,1,AMZ-PG-APP-TOO-SMALL
111-0182798-1466649,04/02/25,B002TNG2AI,junkfood187-S,Junk Food The Hangover Human Tree Men's T-Shirt Multicolored - Small - Alan Human Tree Shirt - Funny Las Vegas Shirts,1,AMZ-PG-APP-TOO-SMALL
113-3803974-3597067,04/02/25,B0CGRSVPXS,220977-RicFlairRobe-Black-OS,"Costume Agent Nature Boy Flair Wrestler Deluxe Robe Halloween Costume Cosplay, One Size",1,CR-UNWANTED_ITEM
112-0627727-9374626,04/02/25,B07HB545TM,ImperialOfficerCap-ECSW2060TV-Black,Star Wars Imperial Officer Metal Aplique Twil Cap (Charcoal),1,AMZ-PG-APP-TOO-SMALL
113-6714990-5038613,04/02/25,B01LBRLB2G,100576BLACK-L,Costume Agent Pirate Boots Adventure Footwear Halloween Costume Cosplay Accessory - Black - Large - Pirate Carribean Pirate Boot Men - Men's Tall Boots - Mens Cosplay Boots,1,AMZ-PG-APP-TOO-LARGE
111-0178926-8056243,04/02/25,B07G8K3PJL,JediBoots-100582-S,Costume Agent Halloween Costume Accessory Brown Jedi Boots (Adult Small Size 8-9),1,AMZ-PG-APP-STYLE
112-8965862-9457067,04/02/25,B0147ARM18,sharkcostume-M-L,Costume Agent Perry TV Concert Left Shark Dancing Mascot Blue Zip Jumpsuit Halloween Costume Cosplay,1,AMZ-PG-APP-STYLE
114-1292384-0888261,04/02/25,B01JSFN8CY,suicidesquad004-L,DC Comics Suicide Squad Harley Quinn Shorts Panties Costume for Women Halloween Cosplay Red/Blue,1,CR-SWITCHEROO
111-6515773-6330663,04/02/25,B000WPNN6G,pedroaccessorykit,Napoleon Dynamite Wig and Glasses Kit,1,AMZ-PG-APP-TOO-SMALL
112-8966017-8897054,04/02/25,B0BNLN9CTG,DSSCA5KMN2-MickeyMousePJSet-M,Mad Engine Mickey Mouse Since 1928 Christmas 2 Piece Pajama Set (Multicolor),2,CR-UNWANTED_ITEM
113-6430357-5037821,04/02/25,B002SBIA6A,roddypiper001-XL,"Rowdy Roddy Piper Hot Rod Wrestling White Adult T-shirt Tee, XL",1,AMZ-PG-APP-TOO-SMALL
111-2972463-2600247,04/02/25,B09HWT1C5M,204092-RainbowCardigan-XL,Costume Agent Golf Rainbow Cardigan Sweater Caddy Halloween Cosplay,1,AMZ-PG-APP-TOO-SMALL
114-7362061-0312250,04/02/25,B08G5D1CHG,220780-TigerKingJacket-S,Costume Agent Cowboy Traditional Leather Western Jacket with Fringe Halloween Costume - Brown (Small),1,AMZ-PG-APP-TOO-LARGE
114-5701584-4692241,04/02/25,B0DQLMRTJX,SJTS0ECMNK-SimpsonsCharPants-L,The Simpsons Characters All Together Now Lounge Pants Unisex Adult Multicolor,1,AMZ-PG-APP-TOO-SMALL
112-4573590-5108218,04/02/25,B01LBRLA6S,100576BROWN-L,Costume Agent Pirate Boots Adventure Footwear Halloween Costume Cosplay Accessory - Brown - Large - Pirate Carribean Pirate Boot Men - Men's Tall Boots - Mens Cosplay Boots,1,AMZ-PG-APP-TOO-LARGE
114-2748579-5905816,04/02/25,B0CHN4XH5G,SRST02-StarTrekLS-Blue-L,Mad Engine - Star Trek Long Sleeve Halloween Costume T-shirt Spock Captain Kirk Engineering Cosplay,1,CR-UNWANTED_ITEM
112-6051871-3169801,04/02/25,B01LBRLGPS,100576BLACK-M,Caribbean Movies Pirate Boots Adventure Footwear Halloween Costume Cosplay Accessory Black,1,AMZ-PG-APP-TOO-LARGE
112-3148824-1844257,04/02/25,B00NMSZ2P0,mermaidfin001BLACK-S/M,Costume Agent Mermaid Tail Fin Costume Black (S/M),1,DID_NOT_LIKE_FABRIC
114-6310297-5747456,04/02/25,B00FH81YSM,mannequin001black-female,Costume Agent Inflatable Blow Up Costume Mannequin Doll Multiple Colors and Sizes Halloween Accessory Decorations,1,CR-UNWANTED_ITEM
114-0649435-1177011,04/02/25,B07V4NW85B,204072-OfficeBossComboSet-XL,Costume Agent Adult Halloween Costume Lumbergh Mmmk Office Boss Shirt Combo Set Blue,1,CR-MISSED_ESTIMATED_DELIVERY
113-9189034-9014636,04/01/25,B0CJKNGCJ4,wrestlingbootsCH-3/4BLK,Pro Wrestling Boots Kids Wrestler Halloween Costume Cosplay Black,1,CR-DEFECTIVE
112-8749943-3506616,04/01/25,B015HNK60I,dresshat001HAT3-White,Costume Agent Dress Up Party Costume FEDORA Hat (White),1,DID_NOT_LIKE_FABRIC
111-6103947-4081042,04/01/25,B0CKJ7GX9P,220994-SheriffKidsShirt-3-4T,Costume Agent Sheriff Woody Cowboy Shirt Kids Children Halloween Costume Cosplay Yellow,1,CR-ORDERED_WRONG_ITEM
112-6794781-1147409,04/01/25,B009B14SA2,ProgressiveFLO002,"Progressive Collection Flo Insurance Costume, One_Size",1,AMZ-PG-APP-STYLE
