Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-Z Claim	Is prime	ASIN	Merchant SKU	Item Name	Return quantity	Return Reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount
112-4348977-4163441	27-Jun-2023	30-Jun-2023	Approved	DHGXlwrgRRMA	 	AmazonPrePaidLabel	4.81	USD	USPS	9202090339598320940711	Seller	N	N	B00DNGYT1E	tmnt045Leo-XXL	Teenage Mutant Ninja Turtles TMNT Leonardo Costume Green T-shirt with Blue Eye Mask (Adult XX-Large)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	30.34	1	 	 	 	 	 	23.84
111-6848502-4261063	12-Jun-2023	30-Jun-2023	Approved	DFGnlxrtRRMA	 	AmazonPrePaidLabel	4.13	USD	USPS	9202090339598320934161	Seller	N	N	B09DXKY57C	PRangersShirtYouth-Red-XS	Power Rangers Mighty Morphin Red Boys Youth Armor Costume T-Shirt(XS, Red)	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	21.90	1	ORDER_IN_RE_SELLABLE_CONDITION	93111-10232-6011712	NOGRANT	14-Jul-2023	 	21.90
112-6444339-8933004	28-Jun-2023	30-Jun-2023	Approved	DfGBlgr2RRMA	 	AmazonPrePaidLabel	5.04	USD	USPS	9202090339598320916150	Seller	N	N	B01JSFN5NQ	suicidesquad004-M	DC Comics Suicide Squad Harley Quinn Deluxe Sequins Panty (Medium) Red/Blue	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	 	 	32.05	1	 	 	 	 	 	 
112-9764571-1657824	17-Jun-2023	30-Jun-2023	Approved	DWsql7rkRRMA	 	AmazonPrePaidLabel	5.77	USD	UPS	1Z0V2Y989067357186	Seller	N	N	B08LQMS7KH	PowerRangers-Black-SLShirt-2XL	Power Rangers Black Costume T-Shirt(Black,XXL)	1	CR-UNWANTED_ITEM	Y	C-Returns	StandardRefund	 	 	50.43	2	 	 	 	 	 	 
112-9839427-9454605	27-Jun-2023	30-Jun-2023	Approved	 	 	AmazonUnPaidLabel	0.00	 	 	 	Seller	N	N	B015L2QSEI	machomanbandana-Pink	Macho Man Star Printed Costume Bandana (Pink)	1	AMZ-PG-APP-STYLE	Y	C-Returns	ReturnlessRefund	 	 	16.82	1	 	 	 	 	 	16.82
114-7569504-4407439	02-Jun-2023	30-Jun-2023	Approved	DsdwllrgRRMA	 	AmazonPrePaidLabel	6.51	USD	UPS	1Z0V2Y989067362036	Seller	N	N	B01LBRLBJE	100578BLACK-L	Superhero Gotham Black Costume Boots (Large 12-13)	1	CR-UNWANTED_ITEM	Y	C-Returns	RefundAtFirstScan	 	 	83.70	1	INVALID_SELLER_REFUND_OR_DEBIT	99323-07754-4992703	GRANT	19-Jul-2023	2.95	83.70
113-1979661-3088226	21-Jun-2023	30-Jun-2023	Approved	DWJdlhrGRRMA	 	AmazonPrePaidLabel	4.20	USD	USPS	9202090339598320845764	Seller	N	N	B08FF1YK7C	G0MSC20-VenkmanShirt-XL	Ghostbuster Venkman Adult Short Sleeve Costume T-Shirt with Back Print	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	21.95	1	INVALID_SELLER_REFUND_OR_DEBIT	15362-65367-5084458	GRANT	17-Jul-2023	4.2	21.95
113-9946476-5749865	24-Jun-2023	30-Jun-2023	Approved	DkJKlqr3RRMA	 	AmazonPrePaidLabel	4.15	USD	USPS	9202090339598320858559	Seller	N	N	B009AWAOQ4	soahat005-S/M	SOA Sons of Anarchy Reaper Crew Fitted Baseball Cap Hat (Adult Small/Medium) Black	1	AMZ-PG-APP-TOO-LARGE	Y	C-Returns	RefundAtFirstScan	 	 	21.35	1	REIMBURSE	36804-88963-3422704	GRANT	14-Jul-2023	 	21.35
112-5366948-1560227	18-Jun-2023	30-Jun-2023	Approved	DYJjlNr1RRMA	 	AmazonPrePaidLabel	4.24	USD	USPS	9202090339598320848062	Seller	N	N	B0034JI1KA	frankie002-M	Frankie Says Relax Adult White Distressed T-Shirt Tee	1	AMZ-PG-APP-STYLE	Y	C-Returns	RefundAtFirstScan	 	 	29.30	1	 	 	 	 	 	29.30
114-2900512-0976207	28-Jun-2023	30-Jun-2023	Approved	DfRFlmrxRRMA	 	AmazonPrePaidLabel	4.20	USD	USPS	9202090339598320820518	Seller	N	N	B00I8UG6ZM	drseuss015-XXL	Dr. Seuss Oversized Cat in The Hat Turquoise Blue Juniors T-Shirt Tee (Juniors XX-Large)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	24.79	1	ORDER_IN_RE_SELLABLE_CONDITION	73813-20567-6756463	NOGRANT	20-Jul-2023	 	24.79
113-9388660-3503447	24-Jun-2023	30-Jun-2023	Approved	Drn3lLrjRRMA	 	AmazonPrePaidLabel	4.20	USD	USPS	9202090339598320787996	Seller	N	N	B0045VJ92K	hoosiers003-L	Hoosiers Hickory High School 15 Basketball Costume Burgundy Jersey Tank Top (Large)	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	21.84	1	ORDER_IN_RE_SELLABLE_CONDITION	22712-44957-6090116	NOGRANT	07-Jul-2023	 	21.84
113-4799387-6138660	26-Jun-2023	30-Jun-2023	Approved	DhnClprpRRMA	 	AmazonPrePaidLabel	4.24	USD	USPS	9202090339598320779878	Seller	N	N	B0099U0LZ6	soahat005-L/XL	Sons of Anarchy SOA Reaper Crew Fitted Baseball Cap Hat (Adult Large/X-Large) Black	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	StandardRefund	 	 	23.76	1	 	 	 	 	 	 
111-5595842-9449844	07-Jun-2023	30-Jun-2023	Approved	D7qPlvr5RRMA	 	AmazonPrePaidLabel	4.24	USD	USPS	9202090339598320780584	Seller	N	N	B001KW4NDM	Juno001-L	Juno Dancing Elk Condors Maroon T-shirt Tee	1	AMZ-PG-APP-TOO-SMALL	Y	C-Returns	RefundAtFirstScan	 	 	27.78	1	INVALID_SELLER_REFUND_OR_DEBIT	61536-26817-2559519	GRANT	06-Jul-2023	5.71	27.78
